code_interne;type;ICDCode;category;source
proteinua_last;diagnosis;;domaine_clinique;diagnosis
basos_min;diagnosis;;domaine_clinique;diagnosis
cc_neurologicproblem;diagnosis;R41.9;domaine_clinique;diagnosis
cc_abscess;diagnosis;L02.9;domaine_clinique;diagnosis
bun_median;diagnosis;;domaine_clinique;diagnosis
spincorinj;diagnosis;S14.109;domaine_clinique;diagnosis
immaturegrans_abs_min;diagnosis;;domaine_clinique;diagnosis
eosinoabs_max;diagnosis;;domaine_clinique;diagnosis
hco3calculated_venous_poc_last;diagnosis;;domaine_clinique;diagnosis
meds_immunosuppressants;diagnosis;;domaine_clinique;diagnosis
ptt_max;diagnosis;;domaine_clinique;diagnosis
cc_dizziness;diagnosis;R42;domaine_clinique;diagnosis
cc_overdose_intentional;diagnosis;T50.901A;domaine_clinique;diagnosis
o2satcalculated_venous_poc_last;diagnosis;;domaine_clinique;diagnosis
globulin_last;diagnosis;;domaine_clinique;diagnosis
monocytes_max;diagnosis;;domaine_clinique;diagnosis
platelets_max;diagnosis;;domaine_clinique;diagnosis
otacqdefor;diagnosis;;domaine_clinique;diagnosis
cc_rapidheartrate;diagnosis;R00.0;domaine_clinique;diagnosis
cc_coldlikesymptoms;diagnosis;J06.9;domaine_clinique;diagnosis
hco3calculated_venous_poc_median;diagnosis;;domaine_clinique;diagnosis
phosphorus_median;diagnosis;;domaine_clinique;diagnosis
cc_breathingproblem;diagnosis;R06.89;domaine_clinique;diagnosis
cc_hyperglycemia;diagnosis;E11.65;domaine_clinique;diagnosis
pco2_poc_last;diagnosis;;domaine_clinique;diagnosis
cc_post_opproblem;diagnosis;T81.89;domaine_clinique;diagnosis
glucose_min;diagnosis;;domaine_clinique;diagnosis
otherpregnancyanddeliveryincludingnormal;diagnosis;O80;domaine_clinique;diagnosis
cc_nausea;diagnosis;R11;domaine_clinique;diagnosis
ms;diagnosis;G37.9;domaine_clinique;diagnosis
cc_shoulderpain;diagnosis;M79.601;domaine_clinique;diagnosis
cc_numbness;diagnosis;R20.0;domaine_clinique;diagnosis
cc_foreignbodyineye;diagnosis;T15.90;domaine_clinique;diagnosis
aniongap_median;diagnosis;;domaine_clinique;diagnosis
o2satcalculated_venous_poc_max;diagnosis;;domaine_clinique;diagnosis
bun_max;diagnosis;;domaine_clinique;diagnosis
o2satcalculated_venous_poc_min;diagnosis;;domaine_clinique;diagnosis
pocbun_last;diagnosis;;domaine_clinique;diagnosis
cc_trauma;diagnosis;T14.90;domaine_clinique;diagnosis
cc_wheezing;diagnosis;R06.2;domaine_clinique;diagnosis
cc_wristpain;diagnosis;M25.539;domaine_clinique;diagnosis
maritalstatus;diagnosis;;domaine_clinique;diagnosis
calculatedco2_poc_median;diagnosis;;domaine_clinique;diagnosis
acetonebld_max;diagnosis;;domaine_clinique;diagnosis
proteintotal_median;diagnosis;;domaine_clinique;diagnosis
resp_median;diagnosis;;domaine_clinique;diagnosis
meds_anti_obesitydrugs;diagnosis;;domaine_clinique;diagnosis
cc_epistaxis;diagnosis;R04.0;domaine_clinique;diagnosis
prevcsectn;diagnosis;Z98.1;domaine_clinique;diagnosis
aniongap_min;diagnosis;;domaine_clinique;diagnosis
nrbcabsolute_max;diagnosis;;domaine_clinique;diagnosis
cc_elbowpain;diagnosis;M25.529;domaine_clinique;diagnosis
cc_ingestion;diagnosis;T47.90XA;domaine_clinique;diagnosis
cc_alteredmentalstatus;diagnosis;R41.82;domaine_clinique;diagnosis
pancreascan;diagnosis;C25.9;domaine_clinique;diagnosis
bun_creatratio_median;diagnosis;;domaine_clinique;diagnosis
malposition;diagnosis;O32.0;domaine_clinique;diagnosis
meds_skinpreps;diagnosis;;domaine_clinique;diagnosis
stomchcancr;diagnosis;C16.9;domaine_clinique;diagnosis
cc_blurredvision;diagnosis;H53.8;domaine_clinique;diagnosis
cc_ankleinjury;diagnosis;S96.90;domaine_clinique;diagnosis
meds_investigational;diagnosis;;domaine_clinique;diagnosis
otdxstomch;diagnosis;;domaine_clinique;diagnosis
calculatedhco3_poc_i_min;diagnosis;;domaine_clinique;diagnosis
htninpreg;diagnosis;O13.9;domaine_clinique;diagnosis
cc_sicklecellpain;diagnosis;D57.0;domaine_clinique;diagnosis
mycoses;diagnosis;B49;domaine_clinique;diagnosis
hemorrpreg;diagnosis;O46.9;domaine_clinique;diagnosis
otaftercare;diagnosis;;domaine_clinique;diagnosis
creatinine_last;diagnosis;;domaine_clinique;diagnosis
tsh_min;diagnosis;;domaine_clinique;diagnosis
triage_vital_dbp;diagnosis;;domaine_clinique;diagnosis
superficinj;diagnosis;T14.8;domaine_clinique;diagnosis
calculatedo2saturation_poc_last;diagnosis;;domaine_clinique;diagnosis
cc_seizures;diagnosis;R56.9;domaine_clinique;diagnosis
troponint_last;diagnosis;;domaine_clinique;diagnosis
cc_exposuretostd;diagnosis;Z20.2;domaine_clinique;diagnosis
egfr_nonafricanamerican_max;diagnosis;;domaine_clinique;diagnosis
bloodculture_routine_count;diagnosis;;domaine_clinique;diagnosis
proteinua_npos;diagnosis;;domaine_clinique;diagnosis
potassium_max;diagnosis;;domaine_clinique;diagnosis
calculatedco2_poc_min;diagnosis;;domaine_clinique;diagnosis
pulse_max;diagnosis;;domaine_clinique;diagnosis
wbc_median;diagnosis;;domaine_clinique;diagnosis
othinfectns;diagnosis;B99.9;domaine_clinique;diagnosis
magnesium_min;diagnosis;;domaine_clinique;diagnosis
cc_flankpain;diagnosis;R10.9;domaine_clinique;diagnosis
basos_last;diagnosis;;domaine_clinique;diagnosis
pulse_min;diagnosis;;domaine_clinique;diagnosis
otcirculdx;diagnosis;;domaine_clinique;diagnosis
lactate_poc_min;diagnosis;;domaine_clinique;diagnosis
nrbc_last;diagnosis;;domaine_clinique;diagnosis
cc_toepain;diagnosis;M79.674;domaine_clinique;diagnosis
egfr_aframer_median;diagnosis;;domaine_clinique;diagnosis
opnwndextr;diagnosis;T14.8;domaine_clinique;diagnosis
cc_femaleguproblem;diagnosis;;domaine_clinique;diagnosis
inr_max;diagnosis;;domaine_clinique;diagnosis
meds_antineoplastics;diagnosis;;domaine_clinique;diagnosis
cc_addictionproblem;diagnosis;;domaine_clinique;diagnosis
mpv_min;diagnosis;;domaine_clinique;diagnosis
year_fictive;diagnosis;;domaine_clinique;diagnosis
cc_abdominalpainpregnant;diagnosis;;domaine_clinique;diagnosis
pco2_venous_poc_last;diagnosis;;domaine_clinique;diagnosis
cc_armpain;diagnosis;;domaine_clinique;diagnosis
d_dimer_min;diagnosis;;domaine_clinique;diagnosis
cc_legswelling;diagnosis;;domaine_clinique;diagnosis
cc_modifiedtrauma;diagnosis;;domaine_clinique;diagnosis
neutrophils_median;diagnosis;;domaine_clinique;diagnosis
b_typenatriureticpeptide_pro_probnp_last;diagnosis;;domaine_clinique;diagnosis
meds_antihistamineanddecongestantcombination;diagnosis;;domaine_clinique;diagnosis
cc_vaginalbleeding;diagnosis;N93.9;domaine_clinique;diagnosis
proteintotal_max;diagnosis;;domaine_clinique;diagnosis
rctmanusca;diagnosis;;domaine_clinique;diagnosis
cc_headinjury;diagnosis;S06.9;domaine_clinique;diagnosis
mcv_min;diagnosis;;domaine_clinique;diagnosis
nitriteua_last;diagnosis;;domaine_clinique;diagnosis
skinmelanom;diagnosis;C43.9;domaine_clinique;diagnosis
cktotal_min;diagnosis;;domaine_clinique;diagnosis
cc_otalgia;diagnosis;H92.0;domaine_clinique;diagnosis
cc_woundinfection;diagnosis;T81.4;domaine_clinique;diagnosis
bun_creatratio_min;diagnosis;;domaine_clinique;diagnosis
meds_antifungals;diagnosis;;domaine_clinique;diagnosis
cc_legpain;diagnosis;;domaine_clinique;diagnosis
leukocytesua_last;diagnosis;;domaine_clinique;diagnosis
cc_fall_65;diagnosis;W19;domaine_clinique;diagnosis
monocytes_median;diagnosis;;domaine_clinique;diagnosis
d_dimer_last;diagnosis;;domaine_clinique;diagnosis
pregtestur_count;diagnosis;;domaine_clinique;diagnosis
liveribdca;diagnosis;K76.89;domaine_clinique;diagnosis
eos_median;diagnosis;;domaine_clinique;diagnosis
baseexcess_poc_median;diagnosis;;domaine_clinique;diagnosis
o2_device_last;diagnosis;;domaine_clinique;diagnosis
mchc_median;diagnosis;;domaine_clinique;diagnosis
cc_arminjury;diagnosis;;domaine_clinique;diagnosis
cc_cellulitis;diagnosis;L03.90;domaine_clinique;diagnosis
obrelatedperintrauma;diagnosis;O99.8;domaine_clinique;diagnosis
pocsodium_last;diagnosis;;domaine_clinique;diagnosis
basosabs_last;diagnosis;;domaine_clinique;diagnosis
calculatedo2saturation_poc_min;diagnosis;;domaine_clinique;diagnosis
ketonesua_last;diagnosis;;domaine_clinique;diagnosis
arrivalmode;diagnosis;;domaine_clinique;diagnosis
cc_footpain;diagnosis;;domaine_clinique;diagnosis
pocbun_max;diagnosis;;domaine_clinique;diagnosis
cc_uri;diagnosis;J06.9;domaine_clinique;diagnosis
ph_venous_poc_max;diagnosis;;domaine_clinique;diagnosis
acetonebld_min;diagnosis;;domaine_clinique;diagnosis
creatinine_max;diagnosis;;domaine_clinique;diagnosis
cc_sorethroat;diagnosis;J02.9;domaine_clinique;diagnosis
wbc_hpf_max;diagnosis;;domaine_clinique;diagnosis
cc_detoxevaluation;diagnosis;Z71.89;domaine_clinique;diagnosis
cc_armswelling;diagnosis;;domaine_clinique;diagnosis
hemoglobin_max;diagnosis;;domaine_clinique;diagnosis
lymphs_max;diagnosis;;domaine_clinique;diagnosis
cc_fulltrauma;diagnosis;;domaine_clinique;diagnosis
meds_antiinfectives;diagnosis;;domaine_clinique;diagnosis
spo2_max;diagnosis;;domaine_clinique;diagnosis
cc_eyeredness;diagnosis;H57.1;domaine_clinique;diagnosis
cc_headachere_evaluation;diagnosis;R51;domaine_clinique;diagnosis
baseexcess_poc_max;diagnosis;;domaine_clinique;diagnosis
is_year_fictive;diagnosis;;domaine_clinique;diagnosis
cc_nasalcongestion;diagnosis;R09.81;domaine_clinique;diagnosis
cc_medicalscreening;diagnosis;;domaine_clinique;diagnosis
temp_last;diagnosis;;domaine_clinique;diagnosis
alanineaminotransferase_alt_min;diagnosis;;domaine_clinique;diagnosis
headct_count;diagnosis;;domaine_clinique;diagnosis
cc_overdose_accidental;diagnosis;T50.901A;domaine_clinique;diagnosis
prolapse;diagnosis;N81.9;domaine_clinique;diagnosis
immaturegrans_abs_median;diagnosis;;domaine_clinique;diagnosis
acetonebld_last;diagnosis;;domaine_clinique;diagnosis
pocionizedcalcium_last;diagnosis;;domaine_clinique;diagnosis
hematocrit_max;diagnosis;;domaine_clinique;diagnosis
cc_stdcheck;diagnosis;Z11.3;domaine_clinique;diagnosis
co2_poc_min;diagnosis;;domaine_clinique;diagnosis
cc_anxiety;diagnosis;F41.9;domaine_clinique;diagnosis
cc_syncope;diagnosis;R55;domaine_clinique;diagnosis
ketonesua_npos;diagnosis;;domaine_clinique;diagnosis
benzodiazepinesscreen_urine_noconf_median;diagnosis;;domaine_clinique;diagnosis
egfr_median;diagnosis;;domaine_clinique;diagnosis
unclassified;diagnosis;;domaine_clinique;diagnosis
pco2_poc_median;diagnosis;;domaine_clinique;diagnosis
glucose_max;diagnosis;;domaine_clinique;diagnosis
bilirubindirect_max;diagnosis;;domaine_clinique;diagnosis
nrbc_max;diagnosis;;domaine_clinique;diagnosis
meds_antiparkinsondrugs;diagnosis;;domaine_clinique;diagnosis
glucose_meter_last;diagnosis;;domaine_clinique;diagnosis
co2calculated_venous_poc_median;diagnosis;;domaine_clinique;diagnosis
cc_migraine;diagnosis;G43.9;domaine_clinique;diagnosis
rbc_hpf_median;diagnosis;;domaine_clinique;diagnosis
cc_epigastricpain;diagnosis;R10.13;domaine_clinique;diagnosis
cc_influenza;diagnosis;J11.1;domaine_clinique;diagnosis
poctroponini_last;diagnosis;;domaine_clinique;diagnosis
cc_footinjury;diagnosis;S99.91;domaine_clinique;diagnosis
cc_headache;diagnosis;R51;domaine_clinique;diagnosis
cktotal_max;diagnosis;;domaine_clinique;diagnosis
cc_urinaryretention;diagnosis;R33.9;domaine_clinique;diagnosis
cc_allergicreaction;diagnosis;T78.40;domaine_clinique;diagnosis
poccreatinine_min;diagnosis;;domaine_clinique;diagnosis
spo2_min;diagnosis;;domaine_clinique;diagnosis
n_surgeries;diagnosis;;domaine_clinique;diagnosis
employstatus;diagnosis;;domaine_clinique;diagnosis
meds_smokingdeterrents;diagnosis;;domaine_clinique;diagnosis
nrbcabsolute_median;diagnosis;;domaine_clinique;diagnosis
cc_alcoholintoxication;diagnosis;F10.129;domaine_clinique;diagnosis
mchc_last;diagnosis;;domaine_clinique;diagnosis
cc_faciallaceration;diagnosis;S01.81;domaine_clinique;diagnosis
cc_follow_upcellulitis;diagnosis;Z09;domaine_clinique;diagnosis
alkphos_last;diagnosis;;domaine_clinique;diagnosis
hemmorhoids;diagnosis;I84.9;domaine_clinique;diagnosis
cc_fingerpain;diagnosis;;domaine_clinique;diagnosis
otcomplbir;diagnosis;;domaine_clinique;diagnosis
pid;diagnosis;N74.3;domaine_clinique;diagnosis
pocbun_median;diagnosis;;domaine_clinique;diagnosis
cc_rectalpain;diagnosis;R10.2;domaine_clinique;diagnosis
cc_hippain;diagnosis;M25.55;domaine_clinique;diagnosis
cc_dentalpain;diagnosis;K08.8;domaine_clinique;diagnosis
benzodiazepinesscreen_urine_noconf_max;diagnosis;;domaine_clinique;diagnosis
eos_min;diagnosis;;domaine_clinique;diagnosis
cc_mass;diagnosis;R22.2;domaine_clinique;diagnosis
proteintotal_min;diagnosis;;domaine_clinique;diagnosis
ptt_min;diagnosis;;domaine_clinique;diagnosis
aspartateaminotransferase_ast_median;diagnosis;;domaine_clinique;diagnosis
lipase_min;diagnosis;;domaine_clinique;diagnosis
pocpotassium_median;diagnosis;;domaine_clinique;diagnosis
cc_bodyfluidexposure;diagnosis;Z20.9;domaine_clinique;diagnosis
cktotal_last;diagnosis;;domaine_clinique;diagnosis
phencyclidine_pcp_screen_urine_noconf_median;diagnosis;;domaine_clinique;diagnosis
alkphos_max;diagnosis;;domaine_clinique;diagnosis
otconntiss;diagnosis;;domaine_clinique;diagnosis
poccreatinine_max;diagnosis;;domaine_clinique;diagnosis
cc_groinpain;diagnosis;R10.2;domaine_clinique;diagnosis
cc_eyeinjury;diagnosis;S05.9;domaine_clinique;diagnosis
meds_blood;diagnosis;;domaine_clinique;diagnosis
cc_jointswelling;diagnosis;M25.469;domaine_clinique;diagnosis
pocsodium_max;diagnosis;;domaine_clinique;diagnosis
schizophreniaandotherpsychoticdisorde;diagnosis;F20.9;domaine_clinique;diagnosis
potassium_median;diagnosis;;domaine_clinique;diagnosis
cc_neckpain;diagnosis;M54.2;domaine_clinique;diagnosis
meds_analgesics;diagnosis;;domaine_clinique;diagnosis
cc_fingerinjury;diagnosis;S69.9;domaine_clinique;diagnosis
cc_woundre_evaluation;diagnosis;Z09;domaine_clinique;diagnosis
bun_last;diagnosis;;domaine_clinique;diagnosis
o2_device_max;diagnosis;;domaine_clinique;diagnosis
cc_headlaceration;diagnosis;S01.81;domaine_clinique;diagnosis
co2_poc_last;diagnosis;;domaine_clinique;diagnosis
glucoseua_last;diagnosis;;domaine_clinique;diagnosis
lymphs_min;diagnosis;;domaine_clinique;diagnosis
thyroiddsor;diagnosis;E07.9;domaine_clinique;diagnosis
cc_dehydration;diagnosis;E86.0;domaine_clinique;diagnosis
cc_cough;diagnosis;R05;domaine_clinique;diagnosis
cc_elevatedbloodsugar_nosymptoms;diagnosis;R73.9;domaine_clinique;diagnosis
ptt_last;diagnosis;;domaine_clinique;diagnosis
poctroponini_max;diagnosis;;domaine_clinique;diagnosis
meds_anticoagulants;diagnosis;;domaine_clinique;diagnosis
cc_facialswelling;diagnosis;R22.0;domaine_clinique;diagnosis
temp_max;diagnosis;;domaine_clinique;diagnosis
cc_seizure_newonset;diagnosis;R56.9;domaine_clinique;diagnosis
cc_diarrhea;diagnosis;R19.7;domaine_clinique;diagnosis
age;diagnosis;;domaine_clinique;diagnosis
cc_psychiatricevaluation;diagnosis;Z13.3;domaine_clinique;diagnosis
cc_maleguproblem;diagnosis;N50.9;domaine_clinique;diagnosis
rdw_last;diagnosis;;domaine_clinique;diagnosis
miscellaneousmentalhealthdisorders;diagnosis;F99;domaine_clinique;diagnosis
calcium_max;diagnosis;;domaine_clinique;diagnosis
cc_alcoholproblem;diagnosis;F10.10;domaine_clinique;diagnosis
calcium_min;diagnosis;;domaine_clinique;diagnosis
neutrophils_min;diagnosis;;domaine_clinique;diagnosis
pocglucose_last;diagnosis;;domaine_clinique;diagnosis
cc_kneepain;diagnosis;M25.561;domaine_clinique;diagnosis
bilirubintotal_last;diagnosis;;domaine_clinique;diagnosis
dbp_median;diagnosis;;domaine_clinique;diagnosis
cc_breathingdifficulty;diagnosis;R06.89;domaine_clinique;diagnosis
cc_asthma;diagnosis;J45.909;domaine_clinique;diagnosis
eosinoabs_median;diagnosis;;domaine_clinique;diagnosis
baseexcess_venous_poc_max;diagnosis;;domaine_clinique;diagnosis
othlowresp;diagnosis;J98.8;domaine_clinique;diagnosis
anc_absneutrophilcount_last;diagnosis;;domaine_clinique;diagnosis
triage_vital_o2;diagnosis;;domaine_clinique;diagnosis
rbc_median;diagnosis;;domaine_clinique;diagnosis
hematocrit_min;diagnosis;;domaine_clinique;diagnosis
nitriteua_npos;diagnosis;;domaine_clinique;diagnosis
aspartateaminotransferase_ast_last;diagnosis;;domaine_clinique;diagnosis
cc_abdominalsurgicalcomplication;diagnosis;T81.4;domaine_clinique;diagnosis
asinj;diagnosis;;domaine_clinique;diagnosis
cc_lymphadenopathy;diagnosis;R59.9;domaine_clinique;diagnosis
mch_max;diagnosis;;domaine_clinique;diagnosis
meds_anticoagulants_misuse;diagnosis;;domaine_clinique;diagnosis
o2satcalculated_venous_poc_min;diagnosis;;domaine_clinique;diagnosis
mch_median;diagnosis;;domaine_clinique;diagnosis
cc_palpitations;diagnosis;R00.2;domaine_clinique;diagnosis
sgotlast;diagnosis;;domaine_clinique;diagnosis
rbc_min;diagnosis;;domaine_clinique;diagnosis
poctroponini_median;diagnosis;;domaine_clinique;diagnosis
bun_creat_ratio_median;diagnosis;;domaine_clinique;diagnosis
platelet_max;diagnosis;;domaine_clinique;diagnosis
heparininducedthrombocytopenia;diagnosis;D75.82;domaine_clinique;diagnosis
meds_hypnotics;diagnosis;;domaine_clinique;diagnosis
wbc_hpf_min;diagnosis;;domaine_clinique;diagnosis
cc_sciatica;diagnosis;M54.30;domaine_clinique;diagnosis
cc_malesecretion;diagnosis;N50.89;domaine_clinique;diagnosis
dbp_last;diagnosis;;domaine_clinique;diagnosis
hematocrit_median;diagnosis;;domaine_clinique;diagnosis
troponini_poc_max;diagnosis;;domaine_clinique;diagnosis
egfr_aframer_median;diagnosis;;domaine_clinique;diagnosis
bilirubindirect_min;diagnosis;;domaine_clinique;diagnosis
cc_splenomegaly;diagnosis;R16.1;domaine_clinique;diagnosis
platelets_max;diagnosis;;domaine_clinique;diagnosis
cc_rash;diagnosis;R21;domaine_clinique;diagnosis
meds_moodstabilizers;diagnosis;;domaine_clinique;diagnosis
othertrauma;diagnosis;T14.90;domaine_clinique;diagnosis
monosabs_max;diagnosis;;domaine_clinique;diagnosis
cc_headachemigraine;diagnosis;R51;domaine_clinique;diagnosis
triage_vital_temp;diagnosis;;domaine_clinique;diagnosis
cc_acuterenalfailure;diagnosis;N17.9;domaine_clinique;diagnosis
bun_creat_ratio_max;diagnosis;;domaine_clinique;diagnosis
pocph_max;diagnosis;;domaine_clinique;diagnosis
cc_bodyache;diagnosis;R52;domaine_clinique;diagnosis
spo2_median;diagnosis;;domaine_clinique;diagnosis
cc_testicularpain;diagnosis;N50.89;domaine_clinique;diagnosis
wbc_hpf_last;diagnosis;;domaine_clinique;diagnosis
co2calculated_venous_poc_last;diagnosis;;domaine_clinique;diagnosis
nrbc_min;diagnosis;;domaine_clinique;diagnosis
egfr_nonafricanamerican_median;diagnosis;;domaine_clinique;diagnosis
lymphs_max;diagnosis;;domaine_clinique;diagnosis
alkphos_median;diagnosis;;domaine_clinique;diagnosis
wbc_last;diagnosis;;domaine_clinique;diagnosis
immaturegrans_abs_max;diagnosis;;domaine_clinique;diagnosis
cc_legpaininjury;diagnosis;S89.9;domaine_clinique;diagnosis
sgptlast;diagnosis;;domaine_clinique;diagnosis
cc_shoulderdislocation;diagnosis;S43.004A;domaine_clinique;diagnosis
cc_carpaltunnelsyndrome;diagnosis;G56.0;domaine_clinique;diagnosis
otcomplicdx;diagnosis;T88.9;domaine_clinique;diagnosis
ph_max;diagnosis;;domaine_clinique;diagnosis
cc_eyelidproblem;diagnosis;H02.9;domaine_clinique;diagnosis
calcium_last;diagnosis;;domaine_clinique;diagnosis
dbp_min;diagnosis;;domaine_clinique;diagnosis
baseexcess_venous_poc_median;diagnosis;;domaine_clinique;diagnosis
cktotal_median;diagnosis;;domaine_clinique;diagnosis
rbc_last;diagnosis;;domaine_clinique;diagnosis
otunclasscancr;diagnosis;C80.1;domaine_clinique;diagnosis
bun_max;diagnosis;;domaine_clinique;diagnosis
mch_median;diagnosis;;domaine_clinique;diagnosis
bun_creat_ratio_min;diagnosis;;domaine_clinique;diagnosis
sbp_min;diagnosis;;domaine_clinique;diagnosis
pocglucose_max;diagnosis;;domaine_clinique;diagnosis
mcv_last;diagnosis;;domaine_clinique;diagnosis
mchc_median;diagnosis;;domaine_clinique;diagnosis
lymphs_min;diagnosis;;domaine_clinique;diagnosis
egfr_aframer_min;diagnosis;;domaine_clinique;diagnosis
meds_musclerelaxants;diagnosis;;domaine_clinique;diagnosis
othnervdx;diagnosis;G96.9;domaine_clinique;diagnosis
cc_fever_9weeksto74years;diagnosis;R50.9;domaine_clinique;diagnosis
rbc_hpf_max;diagnosis;;domaine_clinique;diagnosis
cc_shortnessofbreath;diagnosis;R06.02;domaine_clinique;diagnosis
cc_anklepain;diagnosis;M25.57;domaine_clinique;diagnosis
cc_testiclepain;diagnosis;N50.89;domaine_clinique;diagnosis
otnutritdx;diagnosis;E63.9;domaine_clinique;diagnosis
meds_anesthetics;diagnosis;;domaine_clinique;diagnosis
troponini_poc_median;diagnosis;;domaine_clinique;diagnosis
cc_facialpain;diagnosis;R51.9;domaine_clinique;diagnosis
calcium_median;diagnosis;;domaine_clinique;diagnosis
co2calculated_venous_poc_last;diagnosis;;domaine_clinique;diagnosis
baseexcess_venous_poc_min;diagnosis;;domaine_clinique;diagnosis
neutrophils_last;diagnosis;;domaine_clinique;diagnosis
cc_backpain;diagnosis;M54.5;domaine_clinique;diagnosis
otuprspin;diagnosis;M54.9;domaine_clinique;diagnosis
d_dimer_max;diagnosis;;domaine_clinique;diagnosis
cc_fall;diagnosis;W19;domaine_clinique;diagnosis
ulceratcol;diagnosis;K51.90;domaine_clinique;diagnosis
immaturegranulocytes_max;diagnosis;;domaine_clinique;diagnosis
o2_device_min;diagnosis;;domaine_clinique;diagnosis
meds_antiallergy;diagnosis;;domaine_clinique;diagnosis
cc_sinusproblem;diagnosis;J32.9;domaine_clinique;diagnosis
prothrombintime_min;diagnosis;;domaine_clinique;diagnosis
n_admissions;diagnosis;;domaine_clinique;diagnosis
bloodculture_routine_npos;diagnosis;;domaine_clinique;diagnosis
pocglucose_min;diagnosis;;domaine_clinique;diagnosis
meds_colonystimulatingfactors;diagnosis;;domaine_clinique;diagnosis
cc_earpain;diagnosis;H92.09;domaine_clinique;diagnosis
sbp_last;diagnosis;;domaine_clinique;diagnosis
pocpotassium_max;diagnosis;;domaine_clinique;diagnosis
cc_chesttightness;diagnosis;R07.89;domaine_clinique;diagnosis
cc_dysuria;diagnosis;R30.9;domaine_clinique;diagnosis
cc_swallowedforeignbody;diagnosis;T18.9;domaine_clinique;diagnosis
n_edvisits;diagnosis;;domaine_clinique;diagnosis
meds_cough_coldpreparations;diagnosis;;domaine_clinique;diagnosis
immunizscrn;diagnosis;Z23;domaine_clinique;diagnosis
opnwndhead;diagnosis;S01.81;domaine_clinique;diagnosis
creatinine_median;diagnosis;;domaine_clinique;diagnosis
wbc_hpf_median;diagnosis;;domaine_clinique;diagnosis
cc_handpain;diagnosis;M79.64;domaine_clinique;diagnosis
meds_psychotherapeuticdrugs;diagnosis;;domaine_clinique;diagnosis
pleurisy;diagnosis;R09.1;domaine_clinique;diagnosis
othematldx;diagnosis;D75.9;domaine_clinique;diagnosis
otperintdx;diagnosis;O99.89;domaine_clinique;diagnosis
nrbc_median;diagnosis;;domaine_clinique;diagnosis
cc_toeinjury;diagnosis;S99.91;domaine_clinique;diagnosis
alanineaminotransferase_alt_last;diagnosis;;domaine_clinique;diagnosis
platelets_min;diagnosis;;domaine_clinique;diagnosis
othliverdx;diagnosis;K76.9;domaine_clinique;diagnosis
absolutelymphocytecount_last;diagnosis;;domaine_clinique;diagnosis
egfr_aframer_max;diagnosis;;domaine_clinique;diagnosis
cc_vaginaldischarge;diagnosis;N89.8;domaine_clinique;diagnosis
othfracture;diagnosis;S82.899;domaine_clinique;diagnosis
diagnosis_list;diagnosis;;domaine_clinique;diagnosis
pelvicobstr;diagnosis;N82.9;domaine_clinique;diagnosis
othheartdx;diagnosis;I51.89;domaine_clinique;diagnosis
otupprresp;diagnosis;J39.8;domaine_clinique;diagnosis
cc_leginjury;diagnosis;S89.9;domaine_clinique;diagnosis
cc_rectalbleeding;diagnosis;K62.5;domaine_clinique;diagnosis
pregtestur_last;diagnosis;;domaine_clinique;diagnosis
pregtestur_npos;diagnosis;;domaine_clinique;diagnosis
leukocytesua_npos;diagnosis;;domaine_clinique;diagnosis
cc_fever;diagnosis;R50.9;domaine_clinique;diagnosis
mch_last;diagnosis;;domaine_clinique;diagnosis
phosphorus_min;diagnosis;;domaine_clinique;diagnosis
meds_antiarthritics;diagnosis;;domaine_clinique;diagnosis
globulin_min;diagnosis;;domaine_clinique;diagnosis
pocph_min;diagnosis;;domaine_clinique;diagnosis
meds_antibiotics;diagnosis;;domaine_clinique;diagnosis
cc_ribpain;diagnosis;R07.81;domaine_clinique;diagnosis
eosinoabs_min;diagnosis;;domaine_clinique;diagnosis
hdnckcancr;diagnosis;C80.1;domaine_clinique;diagnosis
cc_medicalproblem;diagnosis;R69;domaine_clinique;diagnosis
epithelialcells_last;diagnosis;;domaine_clinique;diagnosis
aniongap_max;diagnosis;;domaine_clinique;diagnosis
othveindx;diagnosis;I82.90;domaine_clinique;diagnosis
inr_min;diagnosis;;domaine_clinique;diagnosis
basosabs_median;diagnosis;;domaine_clinique;diagnosis
meds_hormones;diagnosis;;domaine_clinique;diagnosis
temp_median;diagnosis;;domaine_clinique;diagnosis
cc_agitation;diagnosis;R45.1;domaine_clinique;diagnosis
ketonesua_count;diagnosis;;domaine_clinique;diagnosis
sodium_min;diagnosis;;domaine_clinique;diagnosis
lang;diagnosis;;domaine_clinique;diagnosis
othbactinf;diagnosis;A49.9;domaine_clinique;diagnosis
meds_antiasthmatics;diagnosis;;domaine_clinique;diagnosis
otherimg_count;diagnosis;;domaine_clinique;diagnosis
cc_handinjury;diagnosis;S69.90;domaine_clinique;diagnosis
epithelialcells_max;diagnosis;;domaine_clinique;diagnosis
spo2_last;diagnosis;;domaine_clinique;diagnosis
calculatedhco3_poc_i_max;diagnosis;;domaine_clinique;diagnosis
cc_weakness;diagnosis;R53.1;domaine_clinique;diagnosis
osteoarthros;diagnosis;M19.90;domaine_clinique;diagnosis
calculatedhco3_poc_i_median;diagnosis;;domaine_clinique;diagnosis
cc_animalbite;diagnosis;W55.9;domaine_clinique;diagnosis
cc_tachycardia;diagnosis;R00.0;domaine_clinique;diagnosis
basos_median;diagnosis;;domaine_clinique;diagnosis
resp_max;diagnosis;;domaine_clinique;diagnosis
